Date,AMZN,MSFT,GOOGL
2019-08-12,1784.75,135.81,1174.39
2019-08-13,1824.29,138.6,1197.54
2019-08-14,1762.96,133.98,1164.02
2019-08-15,1775.41,133.691,1169.32
2019-08-16,1791.8,136.13,1179.1
2019-08-19,1816.83,138.41,1200.44
2019-08-20,1801.35,137.24,1183.55
2019-08-21,1823.38,138.78,1191.77
2019-08-22,1804.25,137.77,1191.62
2019-08-23,1750.77,133.4,1153.59
2019-08-26,1770.0,135.54,1171.85
2019-08-27,1761.92,135.75,1170.82
2019-08-28,1764.0,135.55,1173.18
2019-08-29,1786.46,138.16,1194.43
2019-08-30,1776.19,137.92,1190.32
2019-09-03,1789.51,136.12,1169.55
2019-09-04,1800.46,137.69,1182.86
2019-09-05,1840.73,140.05,1212.24
2019-09-06,1833.51,139.13,1205.89
2019-09-09,1831.29,137.58,1205.39
2019-09-10,1821.31,136.15,1207.62
2019-09-11,1822.49,136.15,1219.96
2019-09-12,1843.0,137.5414,1234.96
2019-09-13,1839.34,137.21,1239.9
2019-09-16,1808.23,136.4,1231.22
2019-09-17,1822.62,137.39,1229.87
2019-09-18,1817.59,138.53,1233.26
2019-09-19,1821.54,141.08,1238.76
2019-09-20,1794.89,139.28,1229.53
2019-09-23,1784.29,139.09,1234.49
2019-09-24,1742.34,137.38,1218.12
2019-09-25,1768.08,139.36,1246.61
2019-09-26,1740.12,139.57,1241.42
2019-09-27,1725.85,137.75,1226.15
2019-09-30,1736.12,139.03,1221.15
2019-10-01,1736.11,137.06,1206.0
2019-10-02,1713.23,134.63,1177.41
2019-10-03,1724.25,136.3,1188.84
2019-10-04,1739.4,138.11,1210.23
2019-10-07,1732.5,137.1,1207.99
2019-10-08,1705.25,135.66,1189.78
2019-10-09,1721.79,138.21,1202.39
2019-10-10,1720.56,139.1,1209.59
2019-10-11,1729.98,139.61,1214.27
2019-10-14,1736.5,139.54,1217.08
2019-10-15,1767.35,141.57,1242.24
2019-10-16,1777.42,140.48,1242.97
2019-10-17,1787.47,139.67,1253.48
2019-10-18,1757.79,137.34,1244.08
2019-10-21,1785.835,138.43,1244.41
2019-10-22,1765.34,136.39,1241.18
2019-10-23,1761.99,137.25,1257.75
2019-10-24,1781.5935,139.95,1259.09
2019-10-25,1762.0,140.73,1264.28
2019-10-28,1777.04,144.2,1289.465
2019-10-29,1763.04,142.81,1260.67
2019-10-30,1780.0,144.56,1260.62
2019-10-31,1777.1431,143.39,1258.79
2019-11-01,1791.47,143.72,1272.98
2019-11-04,1805.27,144.52,1289.61
2019-11-05,1801.7,144.46,1291.45
2019-11-06,1795.94,144.06,1290.75
2019-11-07,1788.2,144.28,1306.94
2019-11-08,1785.88,145.96,1308.97
2019-11-11,1771.9,146.12,1298.24
2019-11-12,1778.23,147.08,1297.65
2019-11-13,1753.4,147.34,1295.82
2019-11-14,1754.65,148.06,1309.46
2019-11-15,1739.08,149.95,1333.21
2019-11-18,1752.86,150.34,1319.57
2019-11-19,1753.16,150.39,1312.37
2019-11-20,1746.6335,149.62,1301.94
2019-11-21,1735.0,149.49,1299.69
2019-11-22,1745.85,149.63,1294.16
2019-11-25,1773.69,151.2247,1305.65
2019-11-26,1796.99,152.0,1313.01
2019-11-27,1818.23,152.34,1312.46
2019-11-29,1800.96,151.38,1304.2
2019-12-02,1781.61,149.55,1288.86
2019-12-03,1770.33,149.32,1293.86
2019-12-04,1760.48,149.83,1318.3
2019-12-05,1740.48,149.92,1327.56
2019-12-06,1751.59,151.75,1339.41
2019-12-09,1749.42,151.36,1342.93
2019-12-10,1739.49,151.17,1343.14
2019-12-11,1748.9,151.69,1344.12
2019-12-12,1760.18,153.23,1348.05
2019-12-13,1760.93,154.54,1346.87
2019-12-16,1769.21,155.54,1360.69
2019-12-17,1790.66,154.79,1354.95
2019-12-18,1782.36,154.37,1351.46
2019-12-19,1792.29,155.71,1356.52
2019-12-20,1786.57,157.39,1351.21
2019-12-23,1793.0,157.41,1350.27
2019-12-24,1789.63,157.39,1344.74
2019-12-26,1869.02,158.67,1362.16
2019-12-27,1869.26,158.95,1354.64
2019-12-30,1847.18,157.68,1340.47
2019-12-31,1847.64,157.49,1338.12
2020-01-02,1897.71,160.73,1368.68
2020-01-03,1874.93,158.59,1360.4
2020-01-06,1903.33,159.02,1397.43
2020-01-07,1906.86,157.6,1395.55
2020-01-08,1892.09,160.14,1405.48
2020-01-09,1901.0,162.09,1420.15
2020-01-10,1882.98,161.32,1429.37
2020-01-13,1891.41,163.28,1440.71
2020-01-14,1869.2,162.15,1430.36
2020-01-15,1862.01,163.29,1439.21
2020-01-16,1877.95,166.21,1450.7
2020-01-17,1864.71,167.05,1479.75
2020-01-21,1892.55,166.49,1482.75
2020-01-22,1887.46,165.69,1483.56
2020-01-23,1884.58,166.72,1484.02
2020-01-24,1861.64,165.04,1466.05
2020-01-27,1828.89,162.26,1431.43
2020-01-28,1853.33,165.46,1449.61
2020-01-29,1858.0,168.18,1456.47
2020-01-30,1870.8896,172.74,1454.3
2020-01-31,2007.75,170.17,1432.68
2020-02-03,2003.25,174.39,1482.6
2020-02-04,2049.78,180.13,1446.37
2020-02-05,2039.62,179.94,1446.83
2020-02-06,2050.37,183.64,1476.195
2020-02-07,2079.21,183.95,1479.22
2020-02-10,2134.55,188.74,1508.87
2020-02-11,2152.27,184.44,1510.15
2020-02-12,2161.34,184.72,1519.43
2020-02-13,2151.12,183.76,1513.54
2020-02-14,2135.48,185.35,1519.6
2020-02-18,2155.67,187.22,1519.44
2020-02-19,2170.21,187.28,1524.88
2020-02-20,2153.59,184.33,1516.97
2020-02-21,2095.97,178.56,1483.47
2020-02-24,2008.74,170.88,1419.37
2020-02-25,1970.65,168.05,1386.22
2020-02-26,1979.61,170.16,1390.63
2020-02-27,1882.88,158.0,1314.72
2020-02-28,1889.18,162.11,1341.16
2020-03-02,1954.0,172.85,1386.6401
2020-03-03,1908.88,164.38,1337.72
2020-03-04,1976.46,170.54,1380.92
2020-03-05,1924.03,166.24,1315.33
2020-03-06,1901.14,161.57,1295.69
2020-03-09,1800.01,150.62,1210.68
2020-03-10,1894.0,161.03,1275.85
2020-03-11,1819.63,153.56,1210.65
2020-03-12,1676.21,138.76,1110.76
2020-03-13,1786.31,158.85,1214.3699
2020-03-16,1688.0,135.4144,1073.01
2020-03-17,1807.38,146.57,1118.065
2020-03-18,1832.39,142.13,1096.1
2020-03-19,1880.5,142.67,1112.84
2020-03-20,1846.09,136.77,1067.83
2020-03-23,1902.54,135.56,1054.13
2020-03-24,1940.0,148.34,1131.0
2020-03-25,1885.78,146.85,1101.13
2020-03-26,1955.225,156.11,1162.92
2020-03-27,1899.92,149.61,1110.26
2020-03-30,1964.78,160.3,1146.31
2020-03-31,1949.79,157.64,1161.95
2020-04-01,1906.58,151.94,1101.9
2020-04-02,1918.83,155.26,1116.84
2020-04-03,1906.6,153.8201,1092.69
2020-04-06,1998.49,165.27,1183.4
2020-04-07,2011.6,163.49,1182.48
2020-04-08,2042.9,165.11,1207.0
2020-04-09,2042.82,165.19,1206.755
2020-04-13,2168.01,165.51,1211.21
2020-04-14,2283.31,173.7,1265.24
2020-04-15,2309.27,171.94,1257.29
2020-04-16,2408.19,177.07,1257.44
2020-04-17,2372.87,178.6,1279.04
2020-04-20,2393.08,174.99,1261.22
2020-04-21,2329.36,167.67,1210.08
2020-04-22,2366.54,173.725,1256.94
2020-04-23,2399.44,171.43,1271.62
2020-04-24,2410.0,174.54,1276.61
2020-04-27,2376.82,174.03,1270.86
2020-04-28,2314.08,169.79,1232.31
2020-04-29,2371.88,177.3,1341.221
2020-04-30,2471.5,179.22,1346.86
2020-05-01,2285.94,174.5,1317.3
2020-05-04,2315.99,178.84,1322.51
2020-05-05,2317.64,180.76,1349.65
2020-05-06,2350.97,182.49,1345.17
2020-05-07,2367.61,183.6078,1369.84
2020-05-08,2379.5,184.68,1384.38
2020-05-11,2406.9375,186.65,1402.76
2020-05-12,2357.505,182.38,1375.25
2020-05-13,2366.17,179.78,1348.4
2020-05-14,2391.37,180.61,1357.08
2020-05-15,2410.41,183.39,1373.89
2020-05-18,2426.38,184.9,1385.18
2020-05-19,2448.59,183.5,1374.3
2020-05-20,2497.35,185.66,1409.18
2020-05-21,2448.01,183.49,1407.92
2020-05-22,2436.89,183.51,1413.23
2020-05-26,2423.7,181.56,1421.38
2020-05-27,2409.51,181.81,1420.28
2020-05-28,2401.05,181.27,1417.46
2020-05-29,2436.53,183.96,1432.4
2020-06-01,2470.12,182.86,1434.35
2020-06-02,2473.3,185.0,1443.0
2020-06-03,2478.4,185.36,1439.25
2020-06-04,2460.6,182.95,1414.82
2020-06-05,2481.415,187.5,1440.75
2020-06-08,2522.8,188.47,1448.47
2020-06-09,2603.39,190.07,1452.07
2020-06-10,2648.16,196.82,1464.98
2020-06-11,2558.47,186.47,1401.02
2020-06-12,2566.705,188.14,1407.49
2020-06-15,2572.62,189.09,1420.75
2020-06-16,2615.13,193.67,1446.64
2020-06-17,2641.72,194.2,1452.7
2020-06-18,2655.0,196.32,1433.621
2020-06-19,2671.86,195.03,1426.98
2020-06-22,2712.0,200.58,1450.44
2020-06-23,2764.42,201.889,1464.18
2020-06-24,2733.49,197.84,1432.17
2020-06-25,2756.16,200.36,1441.15
2020-06-26,2692.87,196.33,1362.14
2020-06-29,2681.52,198.5,1398.0
2020-06-30,2756.09,203.5,1417.92
2020-07-01,2879.2,204.66,1442.6
2020-07-02,2887.56,206.21,1469.8
2020-07-06,3057.16,210.69,1499.66
2020-07-07,3000.12,208.24,1489.92
2020-07-08,3081.88,212.84,1503.155
2020-07-09,3183.81,214.4,1518.38
2020-07-10,3203.36,213.65,1538.81
2020-07-13,3101.55,207.1,1513.17
2020-07-14,3084.02,208.39,1522.12
2020-07-15,3008.87,208.05,1516.88
2020-07-16,2994.55,203.88,1514.42
2020-07-17,2961.47,202.87,1515.6
2020-07-20,3195.01,211.49,1563.41
2020-07-21,3141.43,208.75,1555.99
2020-07-22,3100.23,211.7533,1565.5
2020-07-23,2987.725,202.6,1518.0
2020-07-24,3008.92,201.3,1508.81
2020-07-27,3053.89,203.85,1529.46
2020-07-28,2999.62,201.74,1504.6
2020-07-29,3034.27,204.06,1523.28
2020-07-30,3052.65,203.89,1537.91
2020-07-31,3164.68,205.1,1488.79
2020-08-03,3111.42,216.54,1482.9
2020-08-04,3138.82,213.35,1472.58
2020-08-05,3205.83,212.95,1479.67
2020-08-06,3224.35,216.35,1504.94
2020-08-07,3165.75,212.44,1497.85
2020-08-10,3149.87,208.33,1496.82
2020-08-11,3080.67,203.33,1480.86
2020-08-12,3161.0,209.29,1506.24
2020-08-13,3161.02,208.72,1517.05
2020-08-14,3148.0,208.89,1504.63
2020-08-17,3181.16,210.2492,1515.14
2020-08-18,3312.49,211.48,1555.79
2020-08-19,3260.15,209.7,1545.03
2020-08-20,3296.05,214.55,1575.73
2020-08-21,3284.59,213.02,1576.19
2020-08-24,3307.45,213.71,1585.15
2020-08-25,3346.05,216.4564,1605.85
2020-08-26,3442.06,221.15,1644.28
2020-08-27,3400.7,226.57,1628.53
2020-08-28,3401.8,228.94,1640.12
2020-08-31,3441.91,225.06,1627.0
2020-09-01,3500.47,227.32,1656.48
2020-09-02,3529.34,231.46,1719.15
2020-09-03,3369.17,217.3,1630.18
2020-09-04,3294.62,214.14,1581.21
2020-09-08,3149.84,202.65,1523.9
2020-09-09,3268.27,211.18,1545.47
2020-09-10,3176.12,205.38,1525.77
2020-09-11,3117.28,204.04,1514.97
2020-09-14,3102.97,205.3,1510.26
2020-09-15,3153.28,208.85,1535.18
2020-09-16,3077.14,204.94,1512.09
2020-09-17,3010.56,202.96,1487.78
2020-09-18,2952.64,200.45,1451.09
2020-09-21,2962.0,202.64,1430.88
2020-09-22,3129.0,207.38,1459.83
2020-09-23,2997.44,200.59,1410.0
2020-09-24,3018.58,203.18,1422.88
2020-09-25,3094.65,207.77,1439.05
2020-09-28,3175.04,209.61,1459.7
2020-09-29,3142.92,207.16,1466.02
2020-09-30,3147.425,210.32,1465.6
2020-10-01,3222.01,212.46,1487.95
2020-10-02,3125.93,206.18,1454.56
2020-10-05,3199.2,210.37,1482.38
2020-10-06,3099.29,205.91,1449.62
2020-10-07,3192.51,209.81,1459.31
2020-10-08,3190.55,210.63,1484.55
2020-10-09,3287.82,215.81,1510.45
2020-10-12,3442.93,221.41,1564.84
2020-10-13,3442.64,222.83,1567.08
2020-10-14,3363.05,220.93,1563.72
2020-10-15,3338.62,219.66,1555.18
2020-10-16,3160.0,219.65,1568.13
2020-10-19,3207.3,214.24,1530.47
2020-10-20,3216.26,214.56,1551.08
2020-10-21,3183.6,214.785,1585.99
2020-10-22,3177.4,214.84,1607.79
2020-10-23,3204.64,216.26,1632.515
2020-10-26,3207.32,210.15,1584.32
2020-10-27,3287.92,213.15,1599.17
2020-10-28,3162.49,202.71,1510.44
2020-10-29,3212.79,204.39,1555.19
2020-10-30,3036.13,202.58,1616.26
2020-11-02,3004.48,202.32,1623.17
2020-11-03,3046.25,206.12,1643.49
2020-11-04,3241.16,216.32,1747.04
2020-11-05,3322.0,223.29,1762.61
2020-11-06,3310.41,223.62,1759.4
2020-11-09,3141.34,218.34,1760.08
2020-11-10,3035.18,211.02,1738.39
2020-11-11,3136.81,216.4,1746.72
2020-11-12,3110.2,215.47,1742.7
2020-11-13,3134.09,217.31,1776.15
2020-11-16,3132.99,217.39,1764.255
2020-11-17,3135.66,214.47,1761.65
2020-11-18,3105.1,210.97,1740.64
2020-11-19,3114.41,212.31,1758.99
2020-11-20,3099.205,210.34,1735.55
2020-11-23,3100.18,210.09,1726.67
2020-11-24,3116.86,213.86,1762.7
2020-11-25,3184.82,213.75,1764.13
2020-11-27,3195.95,215.29,1786.27
2020-11-30,3168.03,214.24,1756.19
2020-12-01,3220.08,216.21,1794.22
2020-12-02,3203.75,215.42,1825.44
2020-12-03,3188.66,214.27,1823.22
2020-12-04,3163.49,214.4,1823.73
2020-12-07,3158.77,214.32,1817.03
2020-12-08,3176.64,215.99,1810.75
2020-12-09,3101.35,211.41,1775.49
2020-12-10,3100.07,210.515,1767.77
2020-12-11,3116.41,213.27,1774.57
2020-12-14,3156.97,214.19,1752.03
2020-12-15,3166.45,214.16,1761.13
2020-12-16,3240.96,219.19,1757.1
2020-12-17,3237.015,219.42,1740.52
2020-12-18,3201.07,218.15,1720.03
2020-12-21,3205.74,222.57,1734.56
2020-12-22,3206.52,223.97,1720.23
2020-12-23,3186.73,221.02,1727.4
2020-12-24,3171.16,222.71,1734.75
2020-12-28,3283.96,224.96,1774.12
2020-12-29,3320.71,224.29,1757.78
2020-12-30,3285.85,221.68,1736.24
2020-12-31,3256.41,222.37,1751.17
2021-01-04,3186.65,217.81,1726.39
2021-01-05,3218.51,218.01,1739.26
2021-01-06,3138.01,212.22,1723.38
2021-01-07,3161.41,218.29,1775.18
2021-01-08,3182.7,219.55,1798.0
2021-01-11,3115.75,217.5,1756.28
2021-01-12,3120.88,214.93,1737.67
2021-01-13,3166.24,216.41,1747.4
2021-01-14,3129.32,213.02,1731.6
2021-01-15,3104.54,212.58,1727.62
2021-01-19,3121.0,216.44,1784.38
2021-01-20,3264.73,224.18,1880.06
2021-01-21,3307.21,224.9,1885.5
2021-01-22,3290.0,225.84,1892.16
2021-01-25,3293.1,229.52,1894.28
2021-01-26,3326.12,232.5831,1907.86
2021-01-27,3234.98,233.09,1818.98
2021-01-28,3239.7,238.93,1851.39
2021-01-29,3206.31,231.81,1826.38
2021-02-01,3342.88,239.59,1893.07
2021-02-02,3383.23,239.48,1917.6
2021-02-03,3311.26,242.94,2057.29
2021-02-04,3330.84,241.9,2055.27
2021-02-05,3352.49,242.2,2089.5
2021-02-08,3323.49,242.47,2084.52
2021-02-09,3305.0,243.8,2073.9
2021-02-10,3286.59,242.81,2086.53
2021-02-11,3261.65,244.52,2087.94
2021-02-12,3278.38,245.06,2095.7
2021-02-16,3267.05,243.71,2111.14
2021-02-17,3307.8,244.26,2120.04
2021-02-18,3329.43,243.79,2105.68
2021-02-19,3251.0,241.03,2087.42
2021-02-22,3182.39,234.6,2054.13
2021-02-23,3195.65,233.27,2059.69
2021-02-24,3159.53,234.54,2084.25
2021-02-25,3057.16,228.83,2017.29
2021-02-26,3092.349,232.19,2021.45
2021-03-01,3146.61,236.94,2071.08
2021-03-02,3095.99,233.87,2065.24
2021-03-03,3005.01,227.55,2011.41
2021-03-04,2977.04,226.9,2033.93
2021-03-05,3000.45,231.58,2096.01
2021-03-08,2951.951,227.42,2007.82
2021-03-09,3062.67,233.68,2040.37
2021-03-10,3057.64,232.39,2035.88
2021-03-11,3116.48,237.26,2100.01
2021-03-12,3091.23,235.8,2049.97
2021-03-15,3081.42,234.81,2054.72
2021-03-16,3092.42,237.69,2083.9
2021-03-17,3135.2,237.19,2082.97
2021-03-18,3027.99,230.72,2021.24
2021-03-19,3072.99,229.91,2024.94
2021-03-22,3111.37,236.04,2030.84
2021-03-23,3137.5,237.53,2041.31
2021-03-24,3087.17,235.46,2033.23
2021-03-25,3046.26,232.32,2032.45
2021-03-26,3053.14,236.48,2025.48
2021-03-29,3076.76,235.27,2046.29
2021-03-30,3054.7,232.26,2046.71
2021-03-31,3095.65,235.92,2063.21
2021-04-01,3161.55,242.39,2129.97
2021-04-05,3225.26,249.07,2219.06
2021-04-06,3223.99,247.87,2210.16
2021-04-07,3279.39,249.89,2238.74
2021-04-08,3299.99,253.26,2250.62
2021-04-09,3372.09,255.83,2270.67
2021-04-12,3379.39,255.96,2245.23
2021-04-13,3400.0,258.49,2253.21
2021-04-14,3334.4,255.91,2241.46
2021-04-15,3378.89,259.56,2283.72
2021-04-16,3399.21,260.74,2282.44
2021-04-19,3373.94,258.96,2289.74
2021-04-20,3334.68,258.28,2279.01
2021-04-21,3361.52,260.61,2277.79
2021-04-22,3308.0676,257.2,2252.86
2021-04-23,3340.52,261.13,2299.94
2021-04-26,3408.96,261.55,2311.53
2021-04-27,3418.72,262.02,2290.18
2021-04-28,3461.12,254.71,2359.04
2021-04-29,3471.31,252.46,2392.51
2021-04-30,3470.02,252.27,2353.74
2021-05-03,3386.49,251.8801,2343.11
2021-05-04,3312.65,247.93,2306.64
2021-05-05,3271.17,246.51,2315.68
